transformer_id,region_id,capacity_kva,installation_date,last_maintenance_date,failure_count,health_score
501029,120,1000,2024-10-28,2025-05-20,4,71.26
501030,103,63,2008-05-23,2025-03-28,1,89.94
501031,105,1000,2021-10-22,2025-05-10,0,100.0
501032,103,100,2022-11-18,2024-07-25,1,85.05
501033,105,250,2024-01-24,2024-09-14,1,86.92
501034,115,250,2024-01-12,2025-06-29,1,92.11
501035,121,500,2008-11-03,2025-01-05,2,84.12
501036,123,250,2021-01-11,2025-05-09,3,58.06
501037,108,160,2006-12-19,2025-01-18,2,83.49
501038,122,250,2009-03-01,2025-12-26,4,63.51
501039,124,1000,2020-07-03,2024-08-08,1,89.5
501040,106,250,2013-09-13,2026-02-24,1,88.96
501041,112,1000,2016-10-08,2025-08-20,1,85.03
501042,117,160,2012-11-30,2025-04-27,0,100.0
501043,101,25,2007-05-23,2025-06-04,1,93.3
501044,101,160,2016-10-28,2025-08-13,2,87.36
501045,109,250,2015-09-13,2025-01-16,1,88.76
501046,118,25,2021-12-04,2026-03-10,2,75.61
501047,106,25,2019-12-19,2024-11-14,4,67.42
501048,112,63,2010-11-10,2025-09-22,2,71.46
501049,104,1000,2014-05-10,2025-02-11,0,100.0
501050,104,25,2012-07-23,2025-06-10,4,77.67
501051,118,250,2020-05-03,2025-06-07,4,79.89
501052,107,100,2020-01-10,2025-08-25,3,68.04
501053,122,100,2015-11-13,2026-05-11,1,86.41
501054,115,25,2014-08-20,2025-02-27,0,100.0
501055,118,160,2024-12-08,2024-12-01,2,73.67
501056,121,63,2010-04-08,2024-06-27,0,100.0
501057,119,100,2015-10-26,2026-01-02,1,85.84
501058,120,160,2008-08-16,2024-09-21,1,87.37
501059,117,500,2024-04-03,2025-12-17,1,85.91
501060,122,250,2007-10-27,2025-03-04,2,84.24
501061,117,63,2025-02-08,2024-08-13,1,93.45
501062,121,500,2013-04-04,2025-09-19,5,53.47
501063,110,63,2019-09-20,2025-11-02,2,78.53
501064,105,250,2022-03-12,2025-07-17,5,26.8
501065,102,160,2024-03-20,2025-12-09,4,65.79
501066,123,500,2007-07-08,2024-09-19,2,84.42
501067,112,100,2023-09-18,2026-05-08,1,94.78
501068,123,500,2023-01-01,2024-07-14,4,53.86
501069,113,63,2017-02-14,2025-02-19,1,92.91
501070,110,250,2015-02-04,2025-11-26,0,100.0
501071,104,100,2006-11-02,2025-11-05,3,55.27
501072,105,1000,2023-09-11,2024-09-07,1,92.29
501073,125,25,2016-05-10,2026-04-05,3,59.55
501074,115,250,2019-06-13,2026-05-12,2,86.12
501075,103,63,2006-11-26,2026-05-25,1,91.89
501076,108,250,2007-12-26,2025-10-02,2,86.29
501077,103,63,2007-02-03,2026-02-28,1,87.51
501078,103,160,2017-09-02,2025-02-12,4,51.93
501079,112,25,2017-06-23,2025-07-20,1,87.33
501080,109,160,2020-02-14,2025-05-05,3,68.0
501081,104,100,2012-01-05,2025-01-06,3,64.02
501082,121,160,2010-03-17,2025-09-09,2,73.41
501083,120,63,2009-12-20,2025-08-15,1,94.44
501084,109,500,2018-11-25,2025-08-18,2,86.58
501085,118,160,2011-03-18,2024-11-17,1,88.21
501086,106,1000,2024-05-15,2024-09-09,5,38.43
501087,114,1000,2008-07-09,2024-06-13,2,74.32
501088,111,25,2010-09-17,2025-04-01,2,74.72
501089,117,100,2012-01-23,2026-04-30,0,100.0
501090,113,500,2022-02-08,2025-06-02,6,13.21
501091,108,1000,2011-10-22,2024-11-06,1,91.72
501092,125,250,2010-07-09,2025-03-13,0,100.0
501093,103,500,2012-09-11,2025-10-27,2,83.61
501094,101,25,2019-01-25,2025-04-17,3,77.41
501095,123,500,2018-11-12,2026-05-23,2,70.37
501096,115,500,2011-05-13,2025-12-11,1,87.56
501097,110,1000,2012-05-18,2024-07-21,4,65.98
501098,117,250,2007-01-22,2026-05-24,0,100.0
501099,121,25,2019-10-13,2025-03-14,2,73.52
501100,123,160,2021-12-07,2025-09-06,2,78.39
501101,113,250,2024-04-12,2024-10-12,2,77.18
501102,111,160,2008-03-15,2026-01-15,4,46.95
501103,112,500,2023-04-15,2025-07-02,2,71.62
501104,109,1000,2014-10-28,2025-05-23,6,10.26
501105,106,100,2010-05-11,2024-10-06,3,69.86
501106,119,100,2016-12-02,2024-06-17,0,100.0
501107,115,500,2025-06-06,2025-07-11,2,71.61
501108,120,63,2022-08-10,2024-07-24,4,61.89
501109,111,63,2011-01-09,2025-05-14,2,75.39
501110,122,25,2014-02-09,2026-03-30,2,88.08
501111,122,25,2019-09-28,2026-01-13,2,88.21
501112,119,25,2024-05-06,2025-12-12,3,61.68
501113,102,250,2006-12-10,2025-03-11,4,73.63
501114,123,63,2016-06-19,2024-11-13,1,88.47
501115,121,250,2018-07-09,2026-02-05,4,62.99
501116,118,500,2022-03-20,2026-03-10,4,73.66
501117,107,500,2008-03-20,2024-09-30,4,43.75
501118,108,63,2023-07-21,2024-09-19,1,94.4
501119,113,100,2024-05-07,2025-02-14,2,70.44
501120,109,250,2022-03-22,2026-03-03,2,86.88
501121,117,25,2011-12-25,2025-10-31,1,87.64
501122,102,25,2012-03-30,2025-11-02,3,80.21
501123,118,25,2015-06-22,2025-11-17,2,87.21
501124,110,1000,2012-11-11,2024-11-09,2,86.69
501125,123,63,2007-07-17,2024-09-22,1,89.34
501126,101,500,2008-05-29,2026-02-11,1,85.69
501127,124,160,2018-12-06,2025-07-26,1,92.48
501128,116,500,2023-04-28,2024-12-24,1,93.3
501129,119,1000,2017-12-27,2025-03-21,2,87.56
501130,105,500,2009-12-13,2026-04-22,2,83.89
501131,118,250,2022-08-31,2025-01-20,3,83.44
501132,123,160,2021-05-05,2025-03-09,1,94.5
501133,111,500,2015-09-29,2024-11-12,4,51.96
501134,121,1000,2012-10-06,2025-02-17,1,91.17
501135,110,250,2020-09-11,2025-05-09,1,88.29
501136,110,160,2012-04-05,2025-09-20,1,94.19
501137,120,100,2021-08-18,2025-02-16,1,85.35
501138,108,1000,2022-09-27,2026-04-23,1,87.12
501139,115,160,2009-12-19,2026-05-10,2,80.26
501140,105,63,2013-07-21,2026-03-05,3,75.8
501141,121,250,2010-05-22,2025-03-05,0,100.0
501142,111,63,2016-04-10,2024-10-20,3,83.23
501143,102,160,2023-03-06,2025-03-25,1,88.17
501144,103,63,2019-11-28,2024-08-07,0,100.0
501145,113,1000,2024-07-08,2025-05-06,3,65.25
501146,118,100,2023-12-09,2025-12-23,0,100.0
501147,109,250,2024-04-22,2025-12-30,2,71.66
501148,117,25,2011-01-07,2025-03-19,2,79.25
501149,102,250,2016-12-08,2025-07-26,1,85.42
501150,124,63,2007-12-13,2026-05-13,3,56.62
501151,122,63,2014-03-05,2025-05-10,1,85.29
501152,107,1000,2013-06-17,2024-11-30,1,89.43
501153,102,1000,2018-01-18,2025-08-04,2,84.29
501154,124,1000,2012-01-18,2024-09-27,1,94.17
501155,109,160,2006-07-30,2026-03-05,2,86.86
501156,117,1000,2023-11-12,2024-10-31,0,100.0
501157,119,100,2010-06-27,2025-02-09,1,88.4
501158,122,63,2006-08-13,2024-12-21,1,86.15
501159,101,500,2008-01-22,2025-01-08,2,81.3
501160,119,160,2024-01-08,2026-01-27,2,87.66
501161,111,250,2023-10-02,2025-01-22,5,39.42
501162,119,160,2023-11-07,2024-11-16,0,100.0
501163,106,160,2018-11-30,2024-09-02,0,100.0
501164,103,160,2024-03-29,2026-03-24,2,80.13
501165,112,500,2023-08-26,2024-08-06,1,89.07
501166,119,25,2022-01-05,2026-03-30,3,58.66
501167,112,1000,2023-05-14,2026-02-24,2,71.02
501168,123,160,2021-05-16,2024-10-12,2,81.65
501169,103,250,2007-03-24,2024-12-14,2,85.57
501170,112,160,2020-09-18,2025-05-15,1,90.69
501171,103,250,2015-08-21,2024-08-13,2,81.55
501172,107,250,2019-10-06,2024-09-16,2,74.49
501173,115,500,2020-07-07,2025-10-31,1,90.98
501174,115,250,2009-01-29,2024-08-21,3,75.44
501175,124,250,2018-04-01,2025-09-21,2,88.36
501176,121,160,2013-03-29,2025-05-27,3,78.26
501177,113,500,2023-04-28,2025-01-11,1,88.23
501178,118,500,2015-06-27,2025-01-20,2,74.56
501179,117,500,2024-06-23,2026-03-04,2,79.35
501180,112,100,2025-04-21,2024-06-10,1,91.59
501181,122,250,2018-04-12,2026-05-14,1,92.17
501182,120,500,2014-12-24,2025-07-05,1,91.43
501183,119,63,2015-11-14,2025-11-20,0,100.0
501184,120,250,2007-03-12,2024-12-04,0,100.0
501185,120,250,2022-07-17,2024-06-26,1,87.14
501186,119,1000,2025-01-07,2026-03-29,4,54.21
501187,104,63,2010-09-25,2025-06-27,1,90.69
501188,117,250,2012-09-13,2025-05-25,3,59.31
501189,125,25,2012-08-01,2025-03-24,1,87.94
501190,123,160,2022-04-04,2025-12-19,1,89.37
501191,110,100,2010-05-14,2025-05-02,1,91.55
501192,114,100,2025-04-25,2025-07-06,1,85.99
501193,105,160,2011-06-05,2024-06-24,2,73.77
501194,106,63,2017-03-25,2024-06-29,2,71.54
501195,110,100,2013-06-18,2026-02-02,2,74.12
501196,110,160,2012-05-15,2025-11-10,2,84.49
501197,116,100,2017-07-06,2025-06-14,2,71.7
501198,117,25,2020-03-21,2025-04-14,2,73.04
501199,122,25,2022-08-26,2024-10-17,1,86.8
501200,119,500,2010-05-26,2025-04-26,1,94.51
501201,114,160,2014-03-16,2026-01-13,2,87.55
501202,121,63,2020-01-10,2024-10-15,0,100.0
501203,121,250,2024-05-02,2025-01-26,1,90.68
501204,125,500,2006-09-16,2024-06-11,3,60.27
501205,124,1000,2021-10-26,2025-05-09,2,81.69
501206,103,25,2010-09-02,2025-02-26,1,93.22
501207,106,160,2015-04-23,2025-10-22,1,92.32
501208,111,63,2008-05-12,2024-11-03,3,63.63
501209,119,500,2022-03-08,2024-09-10,3,63.63
501210,125,25,2009-03-11,2026-04-18,8,11.72
501211,122,500,2021-09-13,2025-12-26,1,87.2
501212,101,250,2021-04-01,2025-01-20,2,78.88
501213,107,100,2014-02-26,2026-02-28,2,78.86
501214,121,250,2009-12-28,2024-09-12,4,54.88
501215,116,100,2017-10-02,2024-08-19,2,79.18
501216,120,160,2018-08-03,2025-10-03,2,72.36
501217,109,160,2019-03-22,2024-07-23,1,94.93
501218,123,25,2013-02-12,2025-03-16,0,100.0
501219,103,25,2023-03-15,2025-03-04,2,80.5
501220,110,500,2009-12-11,2026-04-02,5,57.6
501221,125,63,2009-03-28,2026-03-02,5,38.13
501222,103,500,2008-08-15,2024-08-02,1,92.96
501223,113,100,2019-06-30,2026-04-03,0,100.0
501224,121,500,2021-04-27,2025-07-19,5,42.78
501225,116,63,2007-06-25,2025-08-04,3,63.43
501226,122,63,2014-05-23,2025-12-30,0,100.0
501227,116,1000,2007-07-01,2025-11-28,3,81.22
501228,113,63,2022-12-13,2025-05-17,2,75.53
501229,108,63,2022-08-25,2024-10-30,2,87.55
501230,125,1000,2015-03-31,2026-03-20,1,88.89
501231,105,25,2021-09-23,2024-10-30,1,93.35
501232,109,63,2011-08-28,2025-06-08,1,90.8
501233,120,100,2017-06-01,2026-04-16,0,100.0
501234,118,500,2012-05-10,2024-07-14,3,67.47
501235,120,100,2023-11-03,2026-01-30,4,58.0
501236,109,100,2020-03-02,2025-05-07,4,65.7
501237,113,25,2020-01-18,2026-03-18,1,89.34
501238,115,25,2012-07-28,2025-05-08,2,88.25
501239,124,1000,2014-07-13,2026-05-01,2,76.65
501240,103,160,2006-06-14,2025-08-27,1,92.71
501241,116,25,2011-10-16,2025-01-26,1,92.49
501242,111,63,2017-11-26,2024-11-15,2,87.12
501243,104,25,2017-10-03,2026-03-05,3,65.99
501244,108,100,2012-10-02,2026-05-13,1,94.26
501245,123,250,2008-03-24,2026-05-30,3,79.62
501246,103,160,2012-03-02,2024-09-08,2,81.83
501247,106,250,2025-05-31,2025-01-26,1,91.32
501248,103,500,2016-10-17,2025-10-07,1,94.57
501249,125,500,2019-06-01,2025-11-23,0,100.0
501250,108,100,2011-11-07,2025-02-16,3,69.25
501251,121,100,2020-08-04,2026-02-03,0,100.0
501252,122,160,2007-04-09,2024-12-16,2,75.56
501253,116,500,2021-07-15,2026-03-26,3,60.8
501254,121,25,2011-03-25,2024-08-31,1,87.17
501255,119,63,2018-04-15,2026-04-11,4,42.92
501256,120,63,2023-05-26,2025-04-07,2,80.71
501257,104,63,2019-06-01,2025-03-04,3,60.94
501258,111,500,2022-10-20,2025-07-24,2,70.7
501259,123,160,2008-12-09,2025-04-19,1,90.44
501260,101,1000,2019-03-20,2024-10-19,1,88.82
501261,118,1000,2023-09-20,2026-05-11,5,41.18
501262,109,160,2017-08-20,2025-06-05,4,47.35
501263,107,250,2014-02-24,2025-04-24,1,94.34
501264,104,63,2012-06-20,2025-09-26,3,80.16
501265,110,1000,2021-01-02,2024-08-23,1,94.12
501266,111,500,2018-05-19,2025-01-03,2,87.85
501267,116,100,2016-11-21,2024-07-08,2,81.28
501268,104,100,2013-10-21,2026-01-12,1,92.91
501269,122,100,2015-08-22,2025-12-25,2,76.07
501270,119,25,2022-01-22,2024-08-11,1,90.7
501271,107,100,2013-08-28,2025-10-12,2,88.23
501272,116,63,2023-08-13,2024-09-13,2,89.83
501273,101,25,2020-09-17,2025-04-28,3,67.82
501274,104,63,2014-03-31,2026-02-15,3,67.93
501275,103,25,2020-06-19,2026-02-14,3,70.58
501276,113,160,2012-10-14,2026-04-22,4,77.41
501277,125,500,2007-02-06,2025-04-03,1,91.86
501278,105,500,2019-01-08,2025-10-15,4,69.18
501279,113,63,2017-07-18,2024-06-11,4,69.02
501280,111,160,2023-02-11,2025-08-19,2,76.37
501281,112,100,2022-06-23,2025-01-04,1,93.47
501282,104,250,2012-09-24,2025-07-10,0,100.0
501283,104,500,2015-01-16,2025-07-11,4,62.75
501284,116,100,2022-01-16,2025-04-02,2,72.56
501285,121,63,2007-01-17,2024-11-27,1,92.9
501286,105,25,2010-12-29,2024-12-23,4,56.85
501287,122,100,2010-11-29,2026-04-29,1,90.61
501288,114,63,2009-04-27,2026-01-09,3,56.62
501289,119,160,2023-05-26,2024-09-01,1,87.18
501290,112,63,2023-06-19,2024-07-28,3,58.29
501291,108,100,2022-02-05,2025-11-18,2,88.53
501292,123,63,2010-06-17,2025-07-12,1,86.18
501293,117,500,2012-09-19,2024-09-19,3,63.16
501294,114,63,2018-12-14,2025-08-28,5,73.04
501295,123,63,2014-11-04,2026-04-06,0,100.0
501296,102,500,2009-07-09,2026-05-13,3,56.37
501297,105,1000,2007-02-04,2024-10-31,1,87.78
501298,109,500,2019-03-14,2025-10-08,0,100.0
501299,123,160,2010-08-09,2025-10-30,1,88.25
501300,107,500,2008-12-09,2025-04-15,2,71.02
501301,108,1000,2009-05-12,2024-06-26,3,82.82
501302,113,160,2016-01-22,2025-10-18,1,94.07
501303,115,63,2014-07-02,2024-11-02,2,70.41
501304,103,500,2012-02-28,2025-07-20,2,78.93
501305,106,160,2016-02-16,2026-04-11,6,40.69
501306,125,63,2021-12-12,2025-04-06,3,70.62
501307,116,1000,2011-07-17,2024-10-26,2,86.44
501308,107,63,2008-11-18,2025-08-25,3,68.6
501309,109,25,2012-03-23,2026-04-02,3,65.96
501310,111,100,2010-09-17,2025-05-03,2,77.6
501311,125,250,2020-01-27,2024-08-02,2,87.44
501312,117,160,2021-08-31,2025-09-04,1,88.99
501313,118,250,2008-09-19,2025-05-15,2,71.6
501314,112,250,2023-08-27,2026-03-30,1,93.31
501315,109,1000,2014-04-26,2025-07-04,1,90.45
501316,117,500,2017-01-06,2024-06-14,2,85.41
501317,118,250,2019-10-15,2026-01-19,3,57.58
501318,115,500,2018-02-15,2025-03-30,2,89.79
501319,119,160,2008-04-12,2026-02-15,4,60.95
501320,103,160,2008-04-18,2025-11-14,0,100.0
501321,104,25,2019-07-16,2025-04-04,1,94.63
501322,125,1000,2021-01-12,2026-05-31,2,85.92
501323,115,250,2023-11-02,2025-04-02,3,80.36
501324,117,160,2007-06-23,2025-06-03,1,86.7
501325,120,1000,2022-10-28,2025-09-27,3,67.41
501326,111,160,2019-08-05,2024-06-12,4,73.87
501327,107,160,2012-04-22,2025-01-30,2,76.83
501328,103,1000,2016-03-09,2025-02-16,7,19.26
501329,109,63,2010-09-15,2026-03-16,1,87.3
501330,119,100,2024-01-09,2025-08-18,1,94.75
501331,101,250,2009-02-12,2026-02-21,2,72.35
501332,120,250,2019-01-09,2025-03-04,1,85.95
501333,120,63,2012-12-10,2025-09-03,1,89.62
501334,117,160,2011-06-25,2025-01-21,0,100.0
501335,104,1000,2021-09-21,2025-08-28,4,48.88
501336,123,25,2008-04-29,2024-10-23,2,86.32
501337,115,500,2016-01-13,2025-11-23,2,76.25
501338,119,160,2022-06-05,2026-05-10,4,74.09
501339,116,100,2018-04-09,2024-06-14,3,79.2
501340,104,160,2010-10-21,2025-04-10,0,100.0
501341,103,250,2018-08-28,2025-11-26,1,87.06
501342,110,160,2015-09-20,2025-10-23,3,74.95
501343,101,500,2009-06-23,2026-05-24,2,80.01
501344,106,1000,2014-02-09,2026-04-05,4,70.64
501345,114,250,2013-11-28,2025-10-17,4,79.14
501346,125,63,2022-06-10,2025-12-09,2,89.11
501347,103,1000,2012-03-20,2025-10-11,1,91.84
501348,104,1000,2013-04-10,2024-10-07,2,79.84
501349,110,250,2011-10-07,2026-01-30,4,74.48
501350,125,160,2018-02-22,2025-11-06,1,91.78
501351,102,25,2019-03-28,2024-09-30,1,94.56
501352,116,100,2016-09-15,2025-10-05,1,89.6
501353,120,63,2015-09-02,2025-08-07,2,78.91
501354,103,250,2019-07-22,2024-11-06,3,55.06
501355,102,160,2023-07-03,2025-11-11,1,85.56
501356,124,250,2006-07-30,2025-01-28,3,62.53
501357,120,250,2008-05-29,2024-10-06,3,60.43
501358,116,1000,2022-01-14,2025-05-07,3,75.0
501359,103,25,2019-12-18,2025-11-29,1,85.02
501360,106,25,2019-03-27,2024-12-13,2,78.72
501361,117,160,2009-04-28,2025-10-07,0,100.0
501362,123,1000,2018-08-09,2025-03-21,0,100.0
501363,123,250,2015-12-09,2026-04-26,2,73.04
501364,116,63,2021-07-11,2025-03-15,0,100.0
501365,107,250,2019-03-11,2025-05-24,3,73.75
501366,112,100,2014-05-22,2025-03-13,2,74.32
501367,123,500,2019-05-29,2025-02-17,1,90.72
501368,112,250,2013-12-06,2025-07-03,1,85.79
501369,114,250,2022-07-18,2024-06-14,1,91.99
501370,108,250,2014-12-31,2026-04-27,1,87.16
501371,120,25,2011-03-24,2025-05-01,4,50.07
501372,110,63,2021-06-14,2026-03-25,1,87.89
501373,121,63,2008-12-21,2026-01-22,2,86.85
501374,119,1000,2012-04-24,2025-05-11,1,93.6
501375,103,25,2009-06-29,2025-07-16,2,81.96
501376,109,160,2024-03-15,2025-01-08,2,76.57
501377,101,250,2017-06-19,2024-08-13,2,83.94
501378,101,100,2010-12-02,2026-02-25,1,86.38
501379,110,1000,2023-10-20,2025-07-11,4,76.24
501380,112,160,2007-11-06,2026-03-03,1,91.25
501381,122,160,2017-07-12,2025-06-29,2,86.06
501382,119,500,2007-10-05,2025-09-19,4,70.08
501383,114,63,2018-08-28,2025-05-06,0,100.0
501384,109,25,2007-12-19,2025-10-12,3,58.68
501385,108,160,2015-03-27,2025-09-15,1,88.12
501386,113,160,2020-01-20,2025-03-19,1,91.14
501387,112,1000,2023-02-23,2024-10-13,1,94.39
501388,124,63,2020-11-30,2025-01-28,3,84.5
501389,118,250,2021-04-08,2026-05-04,3,55.14
501390,106,500,2010-05-22,2026-06-07,0,100.0
501391,111,1000,2007-03-03,2025-08-27,0,100.0
501392,104,500,2008-08-18,2025-04-15,7,10.97
501393,106,100,2018-01-26,2025-06-12,2,82.22
501394,101,63,2024-09-19,2025-06-22,3,58.27
501395,112,1000,2019-11-22,2025-08-20,4,53.51
501396,111,500,2014-10-30,2024-09-06,3,61.78
501397,102,250,2019-08-20,2024-12-28,4,41.76
501398,118,500,2006-07-21,2025-11-18,3,64.0
501399,113,1000,2015-03-23,2025-06-20,3,72.88
501400,103,63,2024-07-25,2025-01-09,3,58.22
501401,114,250,2019-08-06,2025-10-25,0,100.0
501402,105,100,2025-03-11,2025-12-23,1,89.45
501403,107,100,2007-11-11,2025-08-02,2,82.43
501404,111,63,2019-08-14,2025-12-14,5,55.93
501405,103,63,2008-02-19,2024-07-16,2,75.44
501406,123,160,2020-07-18,2025-07-29,1,94.08
501407,110,1000,2024-12-20,2024-08-18,3,65.72
501408,122,1000,2009-05-28,2024-11-09,1,92.58
501409,125,500,2010-10-31,2024-10-01,2,81.08
501410,120,100,2009-04-25,2026-06-05,2,71.93
501411,125,160,2016-12-25,2025-07-28,1,91.99
501412,125,160,2009-05-21,2025-11-14,1,90.98
501413,109,63,2024-06-08,2026-01-24,4,51.11
501414,114,250,2017-03-30,2026-04-24,1,88.62
501415,125,250,2018-12-04,2024-10-05,3,64.53
501416,115,1000,2012-03-26,2026-02-18,0,100.0
501417,110,100,2010-03-24,2025-05-24,1,87.51
501418,103,500,2018-11-11,2024-10-16,3,61.65
501419,120,250,2007-10-06,2025-12-11,5,33.74
501420,109,63,2015-02-23,2025-01-09,4,67.78
501421,118,160,2010-08-25,2026-03-28,5,41.75
501422,107,100,2019-08-03,2026-04-17,3,59.32
501423,115,160,2014-02-13,2025-11-04,0,100.0
501424,117,63,2010-09-26,2026-02-16,3,84.31
501425,104,63,2019-12-05,2025-10-10,3,70.64
501426,117,250,2023-07-15,2026-01-25,3,71.04
501427,110,500,2025-01-16,2025-07-27,3,63.15
501428,118,100,2020-05-31,2024-06-10,0,100.0
501429,119,250,2017-01-30,2024-08-22,0,100.0
501430,112,25,2020-06-04,2025-08-09,3,78.87
501431,103,100,2014-03-06,2025-09-01,1,86.82
501432,102,100,2006-09-19,2026-02-19,1,86.94
501433,102,500,2013-05-18,2024-10-28,2,78.99
501434,108,250,2010-05-06,2025-04-15,2,85.85
501435,116,500,2020-03-17,2026-05-18,1,86.7
501436,102,100,2008-05-29,2024-12-16,0,100.0
501437,102,25,2021-03-11,2025-03-08,3,64.61
501438,120,25,2016-12-20,2025-06-16,2,70.82
501439,114,63,2010-04-01,2025-10-22,3,84.1
501440,115,100,2007-08-02,2024-10-07,2,88.51
501441,101,500,2018-04-25,2026-01-11,2,74.46
501442,118,1000,2013-02-25,2025-03-20,0,100.0
501443,110,250,2023-11-22,2026-04-21,0,100.0
501444,124,500,2017-03-24,2024-06-17,2,73.78
501445,120,100,2021-05-31,2025-03-11,4,65.37
501446,119,500,2008-02-07,2026-03-02,1,85.67
501447,111,500,2012-08-02,2024-12-31,4,76.57
501448,125,100,2007-09-11,2026-04-30,3,80.87
501449,103,1000,2016-03-22,2026-02-10,2,76.19
501450,113,250,2015-11-06,2025-04-28,2,77.75
501451,107,25,2024-12-09,2025-02-22,2,81.87
501452,105,1000,2013-08-24,2025-08-07,0,100.0
501453,109,1000,2010-11-20,2025-09-20,2,88.6
501454,115,250,2010-01-14,2026-03-16,1,91.06
501455,116,1000,2021-11-30,2026-03-14,0,100.0
501456,105,25,2022-03-26,2024-07-22,0,100.0
501457,122,250,2013-06-10,2025-07-24,3,60.75
501458,109,1000,2022-05-03,2024-06-24,1,94.4
501459,113,100,2017-04-13,2024-06-23,2,87.15
501460,104,63,2012-04-15,2025-06-17,2,78.14
501461,117,160,2009-04-30,2026-03-12,3,80.47
501462,103,25,2016-06-06,2025-03-04,2,74.72
501463,115,63,2012-10-08,2025-04-12,2,84.46
501464,109,500,2012-09-26,2025-04-07,1,86.97
501465,116,1000,2008-12-11,2025-11-21,1,92.2
501466,116,25,2008-09-18,2025-10-17,4,71.43
501467,116,500,2022-05-27,2024-06-21,0,100.0
501468,103,250,2011-01-29,2025-05-07,2,88.36
501469,112,160,2007-09-17,2025-12-28,0,100.0
501470,112,500,2009-03-17,2026-06-06,3,59.67
501471,120,63,2010-12-15,2025-01-19,3,73.04
501472,103,63,2007-11-28,2025-09-22,3,76.66
501473,111,500,2023-11-30,2025-09-06,7,13.85
501474,108,25,2019-11-30,2026-04-04,0,100.0
501475,125,25,2008-11-17,2025-02-02,1,90.96
501476,105,500,2013-04-26,2025-08-04,2,87.78
501477,109,100,2020-04-15,2024-10-10,1,86.61
501478,124,250,2023-05-26,2025-01-26,2,74.37
501479,123,1000,2015-12-22,2024-10-17,2,75.86
501480,123,63,2016-08-04,2025-05-07,2,78.46
501481,116,250,2021-01-28,2024-11-10,5,53.61
501482,103,63,2019-01-29,2026-01-31,0,100.0
501483,113,160,2017-09-09,2025-06-21,1,85.6
501484,109,160,2019-10-15,2025-04-13,4,49.73
501485,108,63,2015-04-19,2025-02-06,1,94.01
501486,125,500,2007-10-26,2025-12-28,2,71.12
501487,123,63,2015-10-23,2025-11-06,3,76.95
501488,116,500,2007-05-24,2024-12-26,2,83.1
501489,110,160,2021-08-26,2024-12-20,2,89.38
501490,118,160,2020-08-12,2025-07-19,5,42.77
501491,119,500,2014-09-26,2024-08-29,3,74.7
501492,102,1000,2012-11-17,2026-05-11,2,76.64
501493,116,100,2019-04-28,2024-11-08,4,48.85
501494,125,1000,2021-10-05,2024-11-25,1,93.81
501495,112,500,2018-04-07,2025-10-11,0,100.0
501496,120,250,2018-02-24,2026-03-11,0,100.0
501497,108,25,2012-05-15,2025-08-25,3,77.51
501498,117,1000,2022-03-19,2025-03-04,1,90.69
501499,106,160,2007-09-24,2024-12-16,2,70.27
501500,121,25,2013-12-14,2025-10-05,2,84.23
501501,118,63,2010-12-17,2025-02-14,0,100.0
501502,118,250,2021-11-28,2025-06-28,2,87.69
501503,111,63,2021-09-19,2024-06-27,1,90.25
501504,118,160,2023-11-02,2024-09-05,2,86.34
501505,106,100,2015-06-02,2026-02-19,3,75.77
501506,111,250,2022-01-14,2025-10-16,2,72.01
501507,112,100,2021-06-13,2025-04-05,2,78.36
501508,103,250,2023-07-25,2025-03-29,1,85.96
501509,107,25,2022-11-28,2025-01-25,0,100.0
501510,114,500,2016-06-02,2024-08-18,1,92.55
501511,125,1000,2021-07-03,2025-11-16,1,94.38
501512,114,1000,2020-12-05,2025-02-18,3,69.06
501513,120,160,2011-11-04,2024-09-25,3,83.33
501514,111,63,2010-08-07,2024-09-21,2,84.1
501515,114,1000,2020-08-28,2026-01-28,2,88.69
501516,111,250,2023-03-20,2025-08-13,1,91.93
501517,102,500,2010-08-14,2024-10-25,2,75.45
501518,117,1000,2023-11-14,2025-08-25,1,91.11
501519,106,160,2012-02-10,2024-12-17,1,90.77
501520,116,25,2024-07-01,2024-09-09,2,85.35
501521,124,250,2016-10-08,2024-09-27,0,100.0
501522,112,160,2020-01-14,2024-07-02,6,31.86
501523,118,1000,2024-10-10,2025-11-25,1,90.95
501524,123,1000,2008-06-29,2024-08-23,5,41.56
501525,117,250,2013-11-01,2026-02-13,2,76.5
501526,112,63,2024-07-10,2026-04-29,2,82.92
501527,105,500,2011-03-27,2025-10-15,2,75.59
501528,118,500,2010-12-13,2024-11-09,2,77.61
501529,111,160,2023-07-30,2025-10-10,0,100.0
501530,117,63,2017-01-05,2025-09-09,2,72.47
501531,117,250,2019-10-01,2025-07-29,1,87.64
501532,102,1000,2015-03-08,2024-08-06,2,79.71
501533,116,25,2014-01-06,2025-09-24,4,70.13
501534,106,63,2007-09-01,2026-03-13,0,100.0
501535,116,160,2012-10-21,2025-12-01,3,63.53
501536,113,160,2017-11-16,2025-04-20,0,100.0
501537,114,1000,2024-01-12,2026-04-25,3,69.08
501538,113,1000,2012-12-28,2024-08-12,5,61.15
501539,109,500,2019-02-12,2024-10-15,2,74.68
501540,106,25,2010-12-27,2024-08-22,4,69.88
501541,118,1000,2020-07-03,2025-04-03,2,86.49
501542,102,1000,2007-10-10,2025-09-11,3,78.57
